property_id,sale_date,area_sqft,bedrooms,bathrooms,location_score,property_age,distance_city_km,near_school,near_metro,crime_rate_index,house_price_inr
202829,2/1/2020,942,1,1,6.7,27,17.9,1,1,3.68,10312603
202830,9/1/2018,1352,4,3,3.8,29,11.7,1,1,0.5,12098585
202831,6/1/2017,1362,2,2,5.4,15,9.5,0,0,7.8,12445167
202832,10/1/2015,1704,2,2,9.4,33,4.9,1,1,8.03,27036975
202833,10/1/2017,2023,3,2,6.1,46,13.5,1,0,3.29,25101176
202834,5/1/2019,2809,6,4,2.9,20,21.9,0,0,1.69,20791639
202835,4/1/2023,2549,4,3,2.9,24,28.1,1,1,2.79,19551526
202836,3/1/2014,2067,5,4,6.3,36,16.4,1,0,0.5,23999553
202837,1/1/2010,1294,3,1,4.8,21,20.2,0,1,5.6,12352060
202838,11/1/2011,1282,3,3,7,27,12.7,1,0,1.87,18504003
202839,2/1/2022,1515,3,2,4.5,22,24.3,1,1,2.54,14645826
202840,10/1/2013,1932,3,3,9.6,68,12.7,0,1,5.17,30724669
202841,4/1/2018,1864,3,2,4.5,28,28.1,0,1,5.51,17952796
202842,5/1/2016,1135,2,2,8.9,23,8.4,0,0,1.95,16047189
202843,10/1/2010,1557,3,2,9.2,21,8.4,0,1,2.9,25849784
202844,3/1/2012,1098,1,1,6.9,15,6,1,1,4.93,13469100
202845,11/1/2020,1881,4,4,6.2,22,10.7,1,0,4.56,20787965
202846,4/1/2015,541,2,2,3,40,17.6,0,0,4.86,2535866
202847,1/1/2014,2097,4,3,6.2,26,24,1,0,4.46,23292385
202848,9/1/2022,2749,6,4,5.7,15,21.6,0,0,1.09,31249199
202849,6/1/2014,2643,5,4,5.3,15,7.7,1,1,4.51,31522694
202850,4/1/2017,1765,5,4,5.1,26,23,0,0,3.62,17530009
202851,10/1/2014,500,1,1,4.9,28,14.6,1,0,7.45,3572870
202852,4/1/2011,1326,2,2,5.9,63,11.3,1,0,2.59,14304759
202853,10/1/2021,874,2,2,6.8,6,14.9,0,0,6.51,12420296
202854,6/1/2012,1332,2,1,5.8,16,6.4,0,0,6.69,13082336
202855,1/1/2017,1742,2,2,8.6,22,1,1,0,6.17,26173797
202856,10/1/2022,3141,6,5,9.5,28,12.6,0,0,5.45,59303146
202857,6/1/2018,2378,5,4,5.9,13,16.8,0,1,6.27,24188994
202858,4/1/2022,1210,3,2,7.2,12,10.3,0,1,6.01,16344082
202859,10/1/2022,3071,6,4,8,27,12.8,0,1,5.67,44725135
202860,8/1/2016,1582,4,3,7.4,42,12.9,0,1,6.5,21548877
202861,7/1/2015,1961,5,4,7,20,6.3,0,0,4.69,20327276
202862,8/1/2023,563,1,1,5.6,28,17.6,1,1,2.71,5360265
202863,10/1/2021,1451,3,3,6.2,54,13.2,1,0,7.43,16197855
202864,11/1/2013,1659,4,3,7,8,12.2,1,1,1.84,21292243
202865,7/1/2016,2245,6,5,4.7,38,13.6,1,0,5.25,21044991
202866,9/1/2010,3015,6,5,5.7,21,10.5,0,0,6.65,32898111
202867,1/1/2023,1553,2,2,3.7,30,30.4,1,0,5.32,10435065
202868,12/1/2016,1539,3,2,10,40,4.1,0,0,2.1,20857205
202869,8/1/2023,1721,3,2,7.3,28,12.6,0,0,3.15,19238473
202870,2/1/2010,1404,3,2,9,12,16.3,1,0,0.85,17193720
202871,11/1/2019,1770,3,3,5.1,56,18.7,1,1,4.64,17639240
202872,6/1/2016,1897,4,4,6.6,22,16.3,0,0,7.35,25444233
202873,5/1/2020,1273,3,2,6.9,47,4.4,0,0,1.06,17109784
202874,11/1/2015,2233,6,5,6.2,25,17.3,1,0,2.92,29478674
202875,11/1/2019,2212,6,4,7.4,11,19.8,0,0,2.21,30240859
202876,10/1/2019,1195,3,3,7.6,24,12.2,0,0,5.72,14460139
202877,2/1/2020,2161,4,3,7.3,10,5.7,0,0,3.02,29851990
202878,9/1/2011,1058,3,2,6.7,10,2.7,0,1,6.5,12424106
202879,3/1/2022,2122,5,5,4.5,33,20.1,1,1,6.04,20045412
202880,10/1/2023,1527,2,1,6.6,20,3.1,0,1,7.94,17173751
202881,4/1/2023,1299,2,2,6.8,43,10.3,1,0,6.76,16767297
202882,5/1/2023,1855,4,4,6,18,11,0,1,4.31,19991605
202883,7/1/2011,1766,4,2,8.8,40,2.6,0,0,2.61,23774602
202884,4/1/2014,1847,4,3,4.9,29,22.8,0,0,5.37,17734309
202885,12/1/2019,1053,2,1,7.1,21,4.9,1,0,2.75,11996712
202886,12/1/2015,3042,5,2,6.3,8,14.8,0,1,3.39,28229999
202887,5/1/2015,1838,3,2,6.5,12,15.6,0,1,3.42,19417090
202888,8/1/2023,2750,6,5,7,28,8,0,0,6.16,34072385
202889,11/1/2010,2360,5,5,2.5,9,19.8,0,0,3.15,19410097
202890,6/1/2018,1791,4,4,6.1,21,18.6,1,1,4.45,22266891
202891,12/1/2015,1340,2,2,5.3,8,14,0,0,1.89,14114108
202892,2/1/2023,2073,4,3,7.3,31,9.5,0,0,3.74,27724366
202893,9/1/2018,1804,5,4,8.3,21,14.3,1,0,2.29,25925086
202894,6/1/2013,2470,7,5,6.3,20,17.9,1,0,6.94,26468338
202895,5/1/2011,1643,3,3,7,46,22,1,0,0.82,21695438
202896,2/1/2023,1327,3,3,7.5,50,12.8,1,1,4.41,19150955
202897,11/1/2020,1352,2,1,5.9,70,13.2,0,1,4.75,12224623
202898,12/1/2019,1694,2,2,7.4,26,16,0,0,6.49,21645668
202899,6/1/2016,1094,3,3,6.1,9,15.2,1,1,4.39,14843175
202900,6/1/2019,2404,6,4,9,25,11.8,0,0,9.81,37348832
202901,9/1/2017,942,3,3,6.7,34,13.2,1,1,5.29,8919023
202902,2/1/2019,1843,4,4,7.3,12,9.6,0,1,5.72,24919166
202903,5/1/2017,1930,4,3,8.4,25,9.3,0,0,5.65,27604323
202904,7/1/2017,1956,3,3,5.6,27,18.4,0,1,4.34,20053497
202905,7/1/2018,1193,2,3,7.9,7,15.5,0,0,7.32,16422382
202906,6/1/2018,1226,2,2,5.2,13,28.6,0,1,3.34,13324711
202907,9/1/2020,2238,4,3,6.2,22,13.6,0,1,1.69,30305211
202908,12/1/2011,1291,3,3,9.8,7,1,0,1,6.67,22340939
202909,2/1/2011,1556,3,3,6.7,15,7.7,1,1,6.24,18953852
202910,11/1/2010,1894,4,4,8,26,6.1,0,0,2.21,21403311
202911,10/1/2022,2160,6,5,6.3,14,15.9,0,1,8.52,23970277
202912,12/1/2011,1039,3,2,3.2,17,16.3,1,0,5.21,7717746
202913,10/1/2023,3051,5,4,8.7,30,4.9,0,0,3.62,50462792
202914,2/1/2016,896,1,1,10,28,5.4,1,1,5.05,12646319
202915,9/1/2017,500,1,3,7.3,26,8.4,1,0,6.28,6159496
202916,7/1/2010,1982,4,4,8.4,45,1,1,1,1.26,28373657
202917,7/1/2016,1292,3,3,7,27,15.2,1,0,7.54,15286446
202918,10/1/2023,2825,5,4,5,33,19.7,0,0,3.68,28389536
202919,11/1/2011,1265,3,3,4.8,20,27,1,0,5.88,9692720
202920,2/1/2022,1509,3,3,10,42,22.6,0,0,2.94,24501911
202921,7/1/2011,1402,3,3,5.5,18,17.1,1,1,5.84,16108964
202922,7/1/2010,2171,3,3,1.3,31,13.8,0,1,1.69,13425836
202923,2/1/2020,1059,3,2,9.3,15,1.7,1,1,1.74,16027444
202924,7/1/2021,1485,3,4,4.3,28,19.5,0,1,3.29,14702951
202925,11/1/2021,1408,2,1,8.5,44,11.3,1,1,2.96,19940671
202926,6/1/2019,1428,1,1,7.8,16,1,1,1,4.46,17982041
202927,2/1/2022,2254,4,4,7.4,33,15.9,0,0,2.55,28291439
202928,9/1/2010,1935,3,3,5.5,28,16.9,1,0,0.93,19883719
202929,8/1/2013,1399,3,2,7,8,13.9,1,0,4.59,16390586
202930,4/1/2014,1777,3,2,6.6,58,14.8,0,1,5.33,20228296
202931,12/1/2022,2187,4,4,6.1,20,7.7,0,1,3.53,26326246
202932,2/1/2017,1510,2,2,4.8,8,20.8,1,0,7.51,16063486
202933,10/1/2020,1990,4,3,5.5,17,16.9,1,0,3.22,24153376
202934,3/1/2017,2523,5,4,6.3,8,7.7,1,0,4.45,32254608
202935,9/1/2017,2146,5,4,1.6,33,28.9,0,0,2.28,15610038
202936,10/1/2011,2063,4,3,8.8,24,7.4,0,0,3.54,28317897
202937,5/1/2019,1315,2,2,6.8,14,16.3,0,1,3.03,18750245
202938,6/1/2023,1100,2,1,3.6,27,20.6,1,0,6.85,8626500
202939,2/1/2010,1906,4,4,8.5,9,1.5,0,1,1.93,30401272
202940,10/1/2022,1893,3,3,8.7,12,4.7,0,1,0.5,27085974
202941,3/1/2013,1548,4,2,7.6,43,7.6,1,1,3.07,20536416
202942,1/1/2015,2157,4,4,5.9,7,14.1,1,1,5.57,25779315
202943,8/1/2017,2998,6,5,6.5,13,17.8,1,1,4.93,42375504
202944,10/1/2018,500,1,1,7.9,44,5.4,1,0,4.93,5095636
202945,7/1/2018,1347,2,2,6.7,10,14.9,0,0,3.93,15677329
202946,6/1/2016,2444,4,4,6.3,6,7.6,0,1,6.56,24971123
202947,2/1/2010,1339,3,3,10,20,11.7,1,0,6.88,21806130
202948,6/1/2021,1801,4,3,10,13,2.6,1,0,2.97,25528365
202949,8/1/2018,1756,3,2,6.3,4,12.3,1,1,7.03,23118281
202950,4/1/2015,817,1,2,6.2,18,9.7,1,0,5.58,9399743
202951,11/1/2020,2471,5,5,4.9,10,26.6,1,0,4.94,26795445
202952,4/1/2021,680,2,1,7.5,27,1.3,1,0,6.21,7966430
202953,2/1/2022,1784,3,3,6.9,17,18.1,0,1,3.16,21376437
202954,1/1/2013,1574,5,5,8,30,11.5,1,1,0.87,24208558
202955,8/1/2011,1196,3,3,7.1,11,3,0,0,4.96,15001709
202956,4/1/2011,1241,2,2,8.2,28,8.7,0,0,9.54,16880480
202957,7/1/2017,1599,5,4,5.4,12,10.3,1,0,4.79,19984297
202958,8/1/2014,1919,5,4,5.8,7,13.3,1,1,5.12,23784284
202959,5/1/2014,1966,6,6,8.6,28,4.7,1,0,4.67,30390649
202960,8/1/2019,2015,5,5,6.9,14,16.4,1,1,1.87,27774288
202961,1/1/2018,1903,4,4,5.9,35,18.9,1,0,2.66,20634585
202962,3/1/2013,1663,3,2,5.7,36,19.8,1,0,0.78,18127267
202963,10/1/2021,2595,5,4,3.4,18,16.3,1,1,5.89,19836214
202964,4/1/2012,818,1,1,7.7,20,9.6,0,0,5.73,9705849
202965,11/1/2010,1783,4,3,7.2,10,3.6,1,0,1.38,24702491
202966,7/1/2019,1908,4,5,7.8,23,10.8,1,0,10.61,26166277
202967,11/1/2010,553,1,1,7.7,21,4.6,1,1,4.21,6934066
202968,6/1/2015,2020,4,3,6.6,15,10.6,1,1,3.97,28232874
202969,9/1/2010,1297,1,1,7.9,6,1,0,0,6.45,18048959
202970,4/1/2020,2934,7,4,5.9,4,11.8,0,1,4.26,31544523
202971,11/1/2022,1503,3,2,5.6,9,11.9,1,1,0.5,17957503
202972,8/1/2012,500,1,1,9,15,1.4,1,0,6.93,7411375
202973,5/1/2022,597,1,1,7.8,18,11.1,1,0,6.35,7846939
202974,3/1/2022,1620,5,4,8.2,14,5.2,0,0,7.5,21517346
202975,9/1/2017,1866,3,3,6.1,12,13.3,0,0,2.86,22015038
202976,4/1/2019,1610,3,3,4.6,7,18.6,0,1,5.21,17401779
202977,3/1/2023,1447,1,1,9,29,2.7,0,1,2.93,21133805
202978,2/1/2014,2857,5,4,6.9,19,11.3,1,0,4.65,33163116
202979,11/1/2021,2301,6,5,8,30,5.9,0,1,4.43,29530259
202980,4/1/2015,1922,5,4,2.9,23,17.2,0,1,3.74,16606522
202981,8/1/2017,1615,4,4,5.2,30,13.6,1,1,2.94,19640404
202982,3/1/2018,1216,2,2,7.2,38,10.7,0,0,3.84,16233059
202983,11/1/2023,1568,3,3,7.2,31,11.9,1,1,5.07,22734439
202984,8/1/2013,2369,4,4,5.4,28,22.3,1,1,4.75,26559903
202985,3/1/2022,1725,3,2,6,46,20,1,0,2.64,19403671
202986,4/1/2012,1699,4,3,4.3,30,16.4,0,1,6.65,16622359
202987,6/1/2020,500,2,1,5.4,80,23.5,0,1,4.52,1506126
202988,5/1/2016,2293,4,3,7.2,12,15.1,1,0,2.05,34786813
202989,10/1/2012,2000,5,5,5.7,21,11.9,1,0,0.85,22177670
202990,10/1/2010,827,1,1,5.3,31,12.1,0,1,4.77,7152025
202991,5/1/2022,2515,5,3,9.6,18,10.6,0,0,5.2,41580343
202992,2/1/2011,3044,5,5,6.7,8,10.7,1,1,2.09,39654143
202993,7/1/2019,1018,3,4,5.3,13,21.8,1,1,2.11,11005337
202994,9/1/2012,2272,4,4,10,13,17.6,0,0,5.86,38778548
202995,1/1/2013,988,3,2,6.7,22,7.8,0,1,3.3,10982598
202996,6/1/2020,2086,3,2,5.4,28,17.8,1,0,3.85,22127474
202997,7/1/2013,1144,2,2,8.6,25,13.7,1,0,4.87,15665414
202998,3/1/2010,2469,5,4,5.1,36,15.3,0,1,0.5,23736093
202999,2/1/2017,1273,4,3,6.4,35,6.5,1,1,5.94,15151233
203000,11/1/2019,1594,3,3,7.2,28,17.6,0,1,4.16,20539729
203001,6/1/2023,1729,3,3,5.1,25,22,1,0,2.97,14957260
203002,1/1/2010,1021,2,3,5.8,46,20.7,0,0,1.21,9778610
203003,9/1/2016,1176,1,1,6.2,15,9.1,1,1,3.57,11385344
203004,12/1/2021,2532,5,4,6,13,9.9,1,0,7.01,32691574
203005,9/1/2017,1946,3,2,6.3,12,13.2,1,0,3.81,21049113
203006,1/1/2012,1159,2,1,7,12,8.9,1,0,3.09,16528542
203007,12/1/2015,2023,5,3,6.8,12,14.2,0,0,4.15,28556317
203008,6/1/2023,513,2,1,7.5,31,16.4,1,1,3.66,5492551
203009,6/1/2017,1429,2,1,6.7,7,13.4,0,0,6.23,16217556
203010,9/1/2014,2017,5,5,6.9,27,12.2,1,0,3.82,22462553
203011,12/1/2014,1535,3,3,8.7,23,14.4,1,0,4.99,19613707
203012,10/1/2011,3423,7,5,4.3,21,16.9,1,1,4.63,32578187
203013,9/1/2015,1555,4,5,8.2,17,1,1,1,3.19,26028189
203014,3/1/2022,2616,6,5,2.3,27,22,1,1,2.97,19206456
203015,3/1/2018,2281,5,4,8.8,32,14.1,0,0,2.27,32024157
203016,5/1/2014,1967,4,4,5.2,21,21.5,0,1,4.43,22405464
203017,1/1/2012,1384,3,3,8.6,21,10.9,0,0,2.49,21392816
203018,5/1/2016,2827,5,4,10,10,1,0,0,2.76,49213995
203019,1/1/2014,1822,3,2,7.3,49,10.4,1,0,4.02,23575933
203020,2/1/2019,2113,4,2,4.1,9,16.5,1,1,3.91,20019767
203021,8/1/2018,3127,6,5,7.4,27,8.3,0,0,5.07,42778989
203022,1/1/2020,3355,7,5,1.2,11,28.8,0,0,7.32,20472602
203023,1/1/2015,1586,4,3,4.6,15,13.3,0,0,5.73,11529596
203024,1/1/2014,2451,4,2,5.8,14,21.3,0,1,5.23,31253599
203025,11/1/2010,1382,3,2,7.2,10,8.9,0,0,2.18,18757047
203026,8/1/2019,1979,5,4,9.7,19,8.9,0,1,4.21,37121669
203027,7/1/2017,1757,4,4,9.2,14,13.4,1,1,1.67,25916707
203028,9/1/2021,2463,5,5,6.3,20,4.3,0,0,4.93,21707618
203029,4/1/2015,2902,6,4,6,20,10.7,1,1,6.62,30234285
203030,3/1/2021,1946,4,3,4.6,18,15.7,1,0,0.92,18516869
203031,1/1/2019,1615,5,5,6.4,3,2.5,0,0,5.22,21864513
203032,5/1/2019,1818,4,3,7,11,13.8,0,1,1.16,19934721
203033,3/1/2013,1449,2,1,3.9,50,20.6,1,0,4.56,10206850
203034,12/1/2020,2683,5,5,4.8,34,22.6,0,0,6.19,26592854
203035,9/1/2017,1363,2,2,6.3,20,11.3,1,0,6.52,15528436
203036,11/1/2020,1507,3,2,6.3,13,16.1,1,0,5.15,20490247
203037,11/1/2023,1957,4,5,6.8,42,7,1,0,8.39,22209031
203038,2/1/2017,1335,3,3,6.7,15,14.4,1,0,2.73,18939869
203039,10/1/2015,2975,7,6,8.1,16,1,1,0,5.42,48942551
203040,10/1/2015,1840,4,3,5,6,18.3,0,1,6.17,21512056
203041,9/1/2010,887,1,1,6,44,13,1,1,3.51,8236374
203042,2/1/2018,1654,3,3,5.2,41,20.9,1,1,3.76,15289909
203043,9/1/2010,1948,3,2,8.7,18,21.9,0,0,3.72,26930463
203044,3/1/2020,1669,3,2,2.2,24,25.4,1,0,6.78,12680688
203045,4/1/2020,2721,6,5,10,40,6.2,0,1,4,47453216
203046,5/1/2023,1990,4,3,6.7,29,14.2,1,0,4.95,23899345
203047,2/1/2021,1279,3,4,6.9,38,14.1,0,0,0.5,16517375
203048,4/1/2013,1415,4,3,7.5,7,6,0,0,5.25,20864680
203049,12/1/2020,1683,3,3,5.9,42,11,1,1,4.69,18706757
203050,8/1/2022,1835,3,2,8.4,39,1,1,0,5.31,23992957
203051,9/1/2010,2736,6,5,3.3,26,18.4,0,0,3.15,22421055
203052,6/1/2014,1451,3,2,5.5,30,23,1,0,4.78,17238617
203053,12/1/2020,978,1,1,4.3,14,15.9,1,1,4.39,8806019
203054,1/1/2012,500,1,1,9.4,17,1,1,1,6.3,5927921
203055,4/1/2010,1956,3,3,4.8,38,20.2,1,0,5.43,17540069
203056,12/1/2022,1352,4,4,8.4,19,14.1,0,0,3.47,21217790
203057,7/1/2016,1577,4,3,7.9,37,9.1,0,0,0.5,23962384
203058,12/1/2015,955,2,2,5.4,9,16.6,1,1,5.92,10118291
203059,1/1/2011,1759,4,4,4.6,19,24.3,1,1,1.14,16269010
203060,6/1/2016,1213,2,1,10,37,1,1,0,4.72,16867931
203061,3/1/2014,2041,4,3,9.5,23,14.1,1,0,3.37,37412436
203062,1/1/2017,1404,3,3,7,25,8.9,0,0,3.13,16567140
203063,3/1/2013,2146,3,2,8.3,14,9.1,1,0,0.5,32202304
203064,11/1/2014,2284,4,3,8.8,7,1,0,1,0.5,31837200
203065,5/1/2016,1479,3,3,3.5,10,24.7,1,0,2.37,11311356
203066,9/1/2018,2252,4,3,7.2,11,14.8,0,0,6.14,24411412
203067,9/1/2023,1783,3,2,7.4,14,14.2,1,1,6.32,24022682
203068,9/1/2016,994,2,1,6.6,5,13.3,1,0,3.5,12705283
203069,7/1/2018,963,3,3,5.7,22,21.8,0,0,2.3,12730475
203070,11/1/2011,2194,4,3,8.4,23,8.4,1,1,2.61,30165458
203071,11/1/2023,2339,5,4,8.1,22,13.4,0,0,2.36,31767399
203072,12/1/2013,2538,5,5,8.9,45,5,0,0,3.29,38327054
203073,1/1/2019,2158,5,4,5.8,17,16.1,1,0,5.61,23056005
203074,11/1/2017,1553,4,4,5,14,24.9,1,1,2.28,16301839
203075,2/1/2020,1409,2,1,6.1,32,10,0,1,4.18,15202821
203076,11/1/2012,2389,5,3,6,23,14.7,1,0,3.44,23789836
203077,6/1/2020,1376,2,2,4,24,13.5,0,1,2.64,11554716
203078,1/1/2023,1979,3,3,7.5,10,10.8,1,0,1.62,31012149
203079,4/1/2018,1476,2,2,3.8,21,18.9,1,0,1.89,12100708
203080,2/1/2016,1278,2,2,8.3,20,8.3,1,1,3.9,18114721
203081,7/1/2012,2249,6,5,8.9,22,6.4,1,0,0.83,31094843
203082,12/1/2019,1569,4,3,5.9,18,18,0,1,3.93,18348728
203083,8/1/2011,593,1,2,8,21,8.2,0,1,6.54,7617378
203084,9/1/2013,500,1,1,9.6,14,9.3,0,1,2.09,6422622
203085,12/1/2010,1646,4,3,7,12,11.4,0,0,6.72,19217640
203086,1/1/2015,1543,3,4,5.1,20,12.9,1,1,4.82,18259315
203087,11/1/2010,2503,5,4,3.8,12,25.1,1,0,2.2,22147789
203088,1/1/2014,2503,5,3,5.7,12,16.8,0,0,1.43,28626925
203089,10/1/2020,2354,6,4,7.6,18,10.1,1,1,4.66,30677161
203090,5/1/2022,1296,2,2,7,12,1.8,1,1,4.27,19646743
203091,6/1/2015,2278,5,3,7.2,26,9,0,0,1.11,27091802
203092,1/1/2010,2180,5,4,8.7,21,8,0,1,7.55,37038561
203093,9/1/2017,1735,3,2,6,31,16,1,0,4.92,17330240
203094,2/1/2019,2812,6,5,6.4,16,1.5,1,0,0.78,33143050
203095,7/1/2019,870,1,1,5.7,49,7.2,1,1,4.9,8086425
203096,5/1/2021,2539,5,3,6.1,22,21.8,1,0,6.88,24813107
203097,5/1/2018,2120,4,3,4.3,11,16.9,1,1,4.15,20149796
203098,11/1/2019,1143,3,1,6.3,11,17.7,0,0,0.71,13304231
203099,2/1/2013,1357,2,1,4.6,12,18.4,1,0,3.33,13069787
203100,3/1/2020,2460,5,5,10,15,1,0,1,6.74,41998683
203101,7/1/2016,1839,4,3,9.7,6,1,1,0,1.35,28206551
203102,1/1/2014,823,2,2,6,52,13.8,0,1,2.24,5982149
203103,7/1/2017,1670,3,3,10,37,8,1,0,1.87,25782320
203104,7/1/2020,1371,2,1,9,13,7.1,1,1,7.06,21395826
203105,7/1/2014,1078,2,2,8.3,14,1,1,0,5.76,13571732
203106,12/1/2015,1116,2,1,9.2,17,1.9,1,1,6.21,17221889
203107,10/1/2023,2094,6,4,7.7,45,8.5,1,0,0.5,24642620
203108,1/1/2019,1918,3,2,6.1,13,14.8,1,1,9.55,24521498
203109,7/1/2013,750,2,2,4.2,20,24.1,1,1,3.86,6578522
203110,2/1/2012,1430,3,3,6.5,22,23.7,1,0,4.44,20048738
203111,5/1/2016,2111,5,5,7.8,25,1.5,0,1,2.66,29698167
203112,2/1/2016,2093,4,4,5.8,24,20.1,0,0,5.25,22991856
203113,7/1/2023,2680,5,4,4.6,26,21.2,1,0,0.5,31144319
203114,8/1/2012,1236,2,1,6.3,34,19.1,1,1,2.46,12809296
203115,8/1/2016,1372,3,3,10,37,3.7,0,0,3.2,21883920
203116,11/1/2011,784,2,2,8.1,13,1,1,0,5.04,10249645
203117,4/1/2013,2303,5,5,5.6,18,12.3,0,1,5.5,24430195
203118,8/1/2014,2494,6,4,7,46,19.9,0,0,0.5,33773282
203119,1/1/2016,2064,4,4,8.1,24,9.9,1,1,3.77,25888363
203120,2/1/2021,2586,6,4,2,17,17.4,1,1,7.37,17404077
203121,4/1/2018,1620,3,2,4.3,26,24.2,1,1,4.87,12309777
203122,4/1/2015,1320,1,1,6.4,31,16.2,0,0,3.66,14055654
203123,4/1/2023,1490,3,3,3.5,24,15,1,0,1.8,12218995
203124,6/1/2012,2535,5,4,5.3,31,13.6,1,1,4.68,27106550
203125,4/1/2017,500,2,2,5.6,29,12.9,1,0,0.75,4673910
203126,5/1/2019,1364,2,2,7.9,10,8.1,0,1,5.35,17279627
203127,2/1/2019,2662,4,3,5.5,10,11.6,0,1,2.93,33943919
203128,8/1/2011,1048,2,1,6.3,20,5.5,1,1,7.55,8944075
203129,11/1/2017,2719,4,3,6.5,32,14.5,1,1,4.58,33698696
203130,1/1/2010,2861,5,5,5.8,20,20.5,0,1,2.61,34868462
203131,1/1/2013,2689,6,5,6.5,12,11.7,1,1,2.92,41335184
203132,4/1/2017,1759,4,4,8.1,24,12.7,0,0,2.7,25193326
203133,3/1/2012,2388,6,5,6.8,11,4,1,1,4.32,36235317
203134,6/1/2020,2021,4,3,8,14,1,1,0,3.31,28088151
203135,9/1/2015,1754,3,3,5.8,15,12.4,0,0,3.31,21310126
203136,12/1/2018,1581,3,3,7,15,13.3,1,0,6.8,22237399
203137,2/1/2018,1962,4,3,3.8,22,19.8,0,1,3.36,17484373
203138,9/1/2019,1294,2,2,2.3,6,32.2,1,0,0.5,9714333
203139,1/1/2013,1540,4,3,5.9,8,17.7,0,1,9.31,17622260
203140,8/1/2010,2731,5,3,4.1,7,16.3,1,0,2.59,27538513
203141,6/1/2013,1765,4,3,9.5,25,8,0,0,1.68,30780224
203142,9/1/2012,1379,2,2,7.5,17,12.1,1,0,4.36,14934387
203143,4/1/2020,2023,3,3,2.9,8,25.1,1,0,3.24,13626781
203144,2/1/2020,1207,3,2,8.5,10,15.6,0,1,1.45,15953304
203145,3/1/2014,1237,2,2,10,23,3.7,0,1,3.05,21298220
203146,12/1/2019,1876,5,4,8.1,31,11.4,1,1,4.34,25722184
203147,10/1/2016,1958,4,4,7.4,16,17.9,0,0,5.05,25672084
203148,6/1/2016,2040,4,4,9.5,15,7,0,0,3.36,29854780
203149,9/1/2018,1788,3,2,5.6,21,19.4,1,1,3.92,16708223
203150,4/1/2017,2407,4,4,9.3,7,8.3,1,1,6.05,38264239
203151,12/1/2019,1814,3,3,4,18,22.6,0,1,6.28,13617058
203152,6/1/2010,2108,4,3,6.5,13,7.4,1,1,0.52,24885187
203153,10/1/2014,1417,2,2,3.2,21,14.8,0,0,5.27,11046898
203154,1/1/2014,1606,3,2,8.4,17,1,0,0,2.6,22952765
203155,3/1/2022,2450,4,3,7.8,5,8.2,0,0,1.81,30681713
203156,12/1/2023,1275,2,2,7.3,10,8.1,1,1,5.13,18399421
203157,5/1/2013,1981,4,4,6.2,29,11.8,1,0,4.34,20877264
203158,12/1/2015,2628,5,3,6.6,18,12.7,1,0,6.32,29948496
203159,2/1/2022,984,1,1,4.2,32,22.2,1,0,0.64,7858168
203160,12/1/2010,1221,3,2,1.3,8,24.6,0,1,2.61,7045697
203161,12/1/2022,1528,3,4,4,42,20.3,1,1,5.14,14290637
203162,7/1/2013,1887,4,3,6.8,14,5.6,1,0,4.12,23954408
203163,2/1/2015,1208,2,1,8.6,20,2.9,1,1,4.8,17293140
203164,5/1/2013,1772,3,3,4.2,22,25.7,1,0,6.53,15466480
203165,11/1/2014,1467,3,3,5.8,26,17.4,1,1,3.95,15384339
203166,11/1/2019,1264,2,2,6.9,34,7.3,0,0,0.5,18710319
203167,2/1/2015,1175,3,3,8,26,12.5,1,0,4.05,15901719
203168,7/1/2023,1577,3,3,5.9,15,9.2,1,1,2.71,19906374
203169,4/1/2011,2026,2,2,7.9,6,7.5,1,1,5.48,24503669
203170,11/1/2022,1455,3,3,5.9,18,9.3,0,1,2.05,18503568
203171,5/1/2023,934,1,1,6.5,18,9.9,0,0,4.79,13091852
203172,2/1/2015,2099,4,3,6.6,17,14.6,0,1,5.22,23956951
203173,10/1/2015,1453,2,3,7.8,62,9.1,1,1,5.36,17676546
203174,6/1/2010,1911,3,2,8.9,6,4.4,1,0,6.56,27695309
203175,10/1/2020,1704,5,4,10,17,4,0,1,0.5,31827249
203176,10/1/2016,1642,3,3,6,10,16.2,1,0,2.06,17465158
203177,12/1/2014,1895,4,4,7.3,22,15,1,1,2.92,28652039
203178,5/1/2016,2568,5,4,7,20,10.1,0,1,2.74,32416568
203179,5/1/2011,2153,4,3,8,17,13.9,0,0,3.41,35326804
203180,5/1/2020,1850,3,3,5.3,28,14.2,1,0,5.17,20450516
203181,10/1/2017,2212,4,2,6.9,14,11.9,0,1,3.72,30993392
203182,12/1/2019,1112,3,2,6.1,42,12.9,0,0,7.4,11935851
203183,11/1/2011,1583,3,3,7.6,17,8.6,0,1,6.05,20198997
203184,5/1/2022,2042,5,4,7.3,74,10.1,1,0,5.91,25726056
203185,7/1/2010,1584,5,3,7.2,19,7.8,1,1,4.72,19731683
203186,10/1/2015,2730,5,3,10,25,6.2,0,1,0.98,44320429
203187,8/1/2017,1741,3,3,6.1,26,12.5,1,0,4.52,19606609
203188,9/1/2011,1062,2,1,7.6,5,6.1,1,1,3.62,15870158
203189,3/1/2010,1376,2,1,6.8,29,16.8,1,1,4.69,16869521
203190,12/1/2012,1924,4,3,4.7,10,21.1,0,0,3.5,17012655
203191,9/1/2016,1704,3,2,4.9,53,22,1,0,6.47,15104312
